host_response_rate,host_identity_verified,host_total_listings_count,city,is_location_exact,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,amenities,price,minimum_nights,number_of_reviews,review_scores_rating,instant_bookable,cancellation_policy,reviews_per_month,fraud
100,0,11,2,1,0,0,4,1.0,2.0,3.0,4,1662,13900,1,27,87.0,1,2,1.3,1
97,1,4,2,0,0,0,6,2.0,2.0,3.0,4,1931,30000,1,78,85.0,0,1,3.77,1
100,0,11,2,1,0,0,4,1.0,1.0,2.0,4,1977,12700,1,64,84.0,0,2,3.0,1
100,0,11,2,1,0,0,4,2.0,2.0,2.0,4,1659,12900,1,51,89.0,1,2,2.89,1
100,1,1,2,1,0,0,9,1.0,4.0,4.0,4,1462,23000,2,75,97.0,0,2,3.85,1
100,1,1,2,1,8,0,5,1.5,2.0,2.0,4,1672,14000,4,1,100.0,0,2,0.1,0
100,1,1,2,1,0,1,2,1.0,1.0,1.0,4,1692,9900,2,102,98.0,0,1,5.14,1
100,1,1,2,1,8,1,1,1.0,1.0,1.0,2,378,9000,1,42,99.0,0,0,2.45,0
100,1,1,2,1,0,0,3,1.0,1.0,1.0,4,1429,15000,1,10,100.0,1,1,0.56,0
93,1,17,2,1,0,1,1,1.0,1.0,1.0,4,787,3900,30,4,95.0,0,2,0.51,0
100,1,1,2,1,0,2,1,1.0,1.0,1.0,4,756,4700,3,19,95.0,0,2,0.93,0
90,0,4,2,1,0,0,5,2.0,2.0,3.0,4,1094,39500,3,0,100.0,0,2,1.0,0
70,1,7,2,1,0,0,3,1.0,1.0,1.0,4,2091,17500,21,5,93.0,0,2,0.27,0
100,1,1,2,1,0,1,2,1.0,1.0,1.0,4,481,10000,1,13,80.0,0,2,0.62,1
100,0,1,2,1,0,1,2,1.0,1.0,1.0,4,3051,9900,1,0,100.0,0,0,1.0,0
80,1,1,2,1,0,1,2,1.0,1.0,1.0,4,1688,7500,1,57,93.0,0,0,2.82,0
100,0,1,2,1,0,0,2,1.0,0.0,1.0,4,1162,9900,2,18,95.0,0,2,0.9,0
100,1,2,2,1,0,0,6,1.0,2.0,3.0,4,1659,25000,1,32,94.0,1,2,2.01,0
50,0,1,2,1,0,1,1,1.0,1.0,1.0,4,745,8300,1,0,100.0,0,1,1.0,0
100,1,1,37,0,8,1,2,1.0,1.0,1.0,4,400,10000,3,0,100.0,0,2,1.0,0
100,0,1,2,1,0,0,3,1.0,1.0,2.0,4,3091,20000,1,0,100.0,0,0,1.0,0
100,1,1,2,1,0,1,2,1.0,1.0,1.0,4,662,4900,1,6,60.0,0,0,0.28,0
100,1,1,2,1,4,0,4,1.5,2.0,2.0,4,1521,30500,3,23,92.0,1,2,1.09,1
100,0,1,2,1,0,0,2,1.0,1.0,1.0,4,2200,19900,2,13,89.0,0,1,0.73,0
100,1,1,2,1,8,1,2,1.5,1.0,1.0,4,1358,8500,1,21,93.0,0,0,6.56,0
100,1,1,2,1,0,1,2,1.0,1.0,1.0,4,2568,11000,2,1,100.0,0,0,0.06,0
67,0,1,2,1,0,0,2,1.0,1.0,1.0,4,1124,19700,2,1,100.0,0,0,1.0,0
100,0,1,2,1,0,0,3,1.0,1.0,2.0,4,896,25000,1,1,80.0,0,1,1.0,0
100,1,1,2,1,0,0,4,1.0,1.0,2.0,4,247,23500,4,1,100.0,0,2,0.07,0
100,0,1,2,1,8,0,12,2.0,4.0,8.0,4,109,45000,3,20,97.0,1,1,0.94,0
95,1,3,2,1,8,1,2,1.0,1.0,1.0,4,3065,6500,2,16,93.0,0,1,0.96,0
100,1,3,2,1,0,0,2,1.0,0.0,1.0,4,2608,11000,28,4,75.0,0,2,0.24,1
100,1,1,2,1,0,1,3,1.5,1.0,1.0,4,1186,10300,1,24,93.0,0,1,1.16,0
99,1,2,2,1,0,1,2,1.0,1.0,1.0,4,2266,6900,1,158,85.0,0,0,7.67,1
100,0,2,33,1,0,0,4,1.0,2.0,2.0,4,1482,10000,2,60,95.0,1,2,3.3,0
100,1,2,2,1,8,0,8,1.5,4.0,4.0,4,2276,26900,1,4,100.0,0,2,0.2,1
100,1,1,2,1,0,0,4,1.0,1.0,2.0,4,1765,30000,2,6,88.0,0,0,0.31,0
90,1,1,2,1,0,0,6,2.0,2.0,2.0,4,1475,16000,4,30,93.0,0,1,1.78,1
100,0,4,2,1,8,1,2,2.0,1.0,1.0,4,3042,4500,4,2,100.0,0,0,0.17,0
14,1,3,2,1,0,1,2,1.0,1.0,1.0,4,2598,12000,1,11,91.0,0,0,0.65,0
78,1,6,2,1,0,1,1,1.0,1.0,1.0,4,848,7200,7,1,80.0,0,0,0.08,0
95,1,3,3,1,8,1,2,1.0,1.0,1.0,4,3065,6500,2,15,95.0,0,1,0.89,0
100,1,3,2,1,0,0,2,1.0,0.0,1.0,4,2609,12000,28,6,97.0,0,2,0.39,0
100,0,12,2,1,0,0,4,1.0,1.0,1.0,4,1332,23900,3,16,93.0,0,2,0.91,1
100,1,1,2,1,0,0,2,1.5,0.0,1.0,4,2311,20000,1,1,100.0,0,0,0.05,0
100,1,3,15,1,8,0,2,1.0,0.0,1.0,4,1488,9000,2,139,93.0,1,1,6.77,1
100,1,2,2,1,8,0,5,2.0,3.0,4.0,4,2801,20500,2,9,87.0,0,1,0.7,0
100,1,1,2,1,9,0,2,1.0,0.0,1.0,4,1229,16000,2,14,97.0,0,2,0.74,1
100,1,1,2,1,0,0,4,1.0,1.0,2.0,4,1770,10900,5,6,90.0,0,2,0.47,0
100,1,3,2,1,0,0,4,1.5,2.0,2.0,4,2667,20000,1,4,93.0,0,2,0.41,0
100,1,2,2,1,0,0,3,1.0,1.0,1.0,4,1019,25000,1,18,90.0,0,2,0.91,0
100,0,1,2,1,8,1,2,1.0,1.0,1.0,4,857,6500,1,2,90.0,0,2,0.16,0
100,1,2,2,1,0,1,2,1.0,1.0,1.0,4,1963,4500,1,110,98.0,0,2,5.47,1
100,0,1,2,0,0,0,4,2.0,2.0,2.0,4,2878,57000,1,1,100.0,0,0,0.06,0
100,1,2,2,1,0,1,3,1.0,1.0,2.0,4,2680,12000,1,174,95.0,0,1,8.49,1
90,1,3,2,0,0,1,4,2.0,1.0,2.0,4,147,7900,3,28,90.0,0,2,1.53,0
100,1,1,2,1,8,1,2,1.5,1.0,1.0,4,2540,6000,1,54,94.0,0,2,3.82,0
100,1,2,2,1,0,0,6,1.0,3.0,2.0,4,254,25500,2,6,90.0,0,2,0.36,0
98,1,22,2,1,0,0,2,1.0,0.0,1.0,4,2898,22500,2,21,80.0,0,2,1.17,0
100,1,2,2,1,8,0,7,1.0,2.0,3.0,4,1077,26000,2,35,94.0,0,2,1.87,1
100,1,2,2,1,8,1,2,1.5,1.0,1.0,4,1528,13000,1,95,93.0,0,1,4.93,1
100,1,2,2,1,8,1,2,2.5,1.0,1.0,4,2000,12500,1,88,92.0,0,1,4.39,1
100,1,1,2,0,8,1,1,1.0,1.0,1.0,4,715,9500,3,11,91.0,0,2,0.65,1
100,1,1,2,1,0,0,2,1.0,0.0,1.0,4,2207,15000,2,8,90.0,0,2,0.44,0
100,1,1,2,0,8,1,2,1.0,1.0,1.0,4,3003,7500,2,11,82.0,0,1,0.55,0
100,1,4,12,0,0,0,9,1.0,3.0,5.0,4,1510,26400,1,6,100.0,0,2,3.91,0
100,1,4,2,1,0,0,3,1.0,1.0,1.0,4,1436,9900,2,20,98.0,0,2,1.39,0
100,0,1,2,1,0,1,1,1.0,1.0,1.0,4,1012,10000,1,0,100.0,0,0,1.0,0
100,1,1,2,1,0,0,2,1.0,1.0,1.0,4,2103,17700,1,30,91.0,0,2,1.51,1
100,1,2,2,1,0,0,4,1.0,0.0,3.0,4,2710,9500,2,103,97.0,1,1,5.02,0
100,1,1,2,1,0,0,2,1.0,1.0,1.0,4,1288,31000,2,12,97.0,0,2,0.75,0
90,0,4,2,1,0,0,4,1.0,1.0,2.0,4,1089,18500,30,0,100.0,0,1,1.0,0
98,1,5,27,1,8,0,16,2.5,3.0,7.0,4,2673,20000,1,82,95.0,0,2,4.32,1
94,1,18,2,1,0,0,3,1.0,1.0,1.0,4,1005,12800,1,52,77.0,0,1,2.66,1
85,0,3,2,0,0,0,2,1.0,1.0,1.0,4,2441,16500,1,111,87.0,0,2,5.78,1
100,0,1,2,1,0,0,2,1.0,1.0,1.0,4,2434,16000,1,10,96.0,0,1,0.55,1
100,1,3,2,1,8,0,4,1.0,1.0,3.0,4,1150,15000,2,64,93.0,0,1,4.92,1
96,1,2,2,1,0,1,2,1.0,1.0,1.0,4,2001,12500,1,54,97.0,0,1,2.81,0
100,0,12,2,1,0,0,4,1.0,1.0,1.0,4,1332,24900,3,11,98.0,0,2,0.6,1
100,1,1,2,1,0,0,5,1.0,2.0,2.0,4,2043,18000,1,6,92.0,0,0,0.39,0
99,1,2,2,0,0,1,2,1.0,1.0,1.0,4,2282,6900,1,143,82.0,0,0,7.16,1
70,1,7,2,1,0,0,3,1.0,1.0,1.0,4,1293,13000,60,1,100.0,0,2,0.39,0
90,1,1,2,1,0,0,6,1.0,2.0,2.0,4,1486,16800,3,47,94.0,0,1,2.57,0
100,1,2,2,1,9,0,4,2.0,2.0,2.0,4,1709,40000,2,34,97.0,0,0,1.7,1
100,1,1,2,1,0,0,2,1.0,2.0,1.0,4,2820,25000,2,2,100.0,0,2,0.13,0
90,0,1,2,1,0,0,3,1.0,2.0,2.0,4,1250,22000,2,33,99.0,0,2,2.04,0
96,1,2,2,1,0,1,2,1.0,1.0,1.0,4,2001,11900,1,55,98.0,0,1,2.75,0
100,1,1,2,1,0,0,2,1.0,1.0,1.0,4,2927,17500,2,28,99.0,0,2,1.83,0
100,1,1,2,1,8,0,4,1.5,2.0,2.0,4,2668,30000,2,38,96.0,0,1,2.08,1
100,0,1,2,1,0,1,1,1.0,1.0,1.0,4,869,5000,3,0,100.0,0,2,1.0,0
100,0,1,2,1,0,0,5,1.0,3.0,4.0,4,1426,17500,2,99,85.0,1,1,5.39,0
100,1,1,2,1,8,1,2,1.0,1.0,1.0,4,733,10500,1,58,96.0,0,1,3.15,1
100,1,2,2,1,8,1,2,2.0,1.0,1.0,4,1489,7800,2,23,96.0,0,2,1.2,0
100,1,2,2,1,1,1,2,1.0,1.0,1.0,4,173,7000,7,8,100.0,0,0,0.48,0
92,0,4,2,1,8,1,2,1.0,1.0,1.0,4,877,7500,3,38,89.0,1,1,2.07,1
100,1,1,2,1,0,0,2,1.0,1.0,1.0,4,45,16000,2,6,95.0,0,0,0.33,0
100,1,5,2,1,0,0,2,1.0,2.0,2.0,4,1258,14700,30,13,90.0,0,2,0.71,0
100,1,1,2,1,0,0,2,1.5,2.0,2.0,4,1702,15000,1,3,100.0,0,1,0.16,0
98,1,22,2,1,0,0,2,1.0,0.0,1.0,4,2898,10000,2,55,84.0,0,2,3.08,1
98,1,22,2,1,0,0,2,1.0,0.0,1.0,4,2904,10000,2,39,76.0,0,2,1.98,1
100,1,1,2,1,0,0,3,1.0,2.0,2.0,4,2157,22500,1,20,98.0,0,1,1.09,0
100,0,2,2,1,4,0,5,2.0,2.0,2.0,4,1713,30000,2,24,96.0,0,2,1.42,1
100,1,3,2,1,0,1,2,1.0,1.0,1.0,4,488,7000,1,121,90.0,1,2,6.1,1
100,1,1,2,1,0,0,3,1.0,0.0,1.0,4,560,14200,3,32,95.0,0,2,1.87,0
100,1,3,2,1,4,0,4,2.0,2.0,2.0,4,2004,60000,2,38,100.0,0,2,2.92,1
100,1,1,2,1,8,0,10,2.5,5.0,5.0,4,3010,25000,5,3,87.0,0,2,0.22,0
70,1,1,2,1,0,0,2,1.0,1.0,1.0,4,2967,10000,1,29,97.0,0,1,1.6,1
100,1,6,2,0,0,1,2,1.0,1.0,1.0,4,2712,6300,1,45,82.0,1,1,2.49,1
100,1,6,2,0,0,1,2,1.0,1.0,1.0,4,2711,6300,1,32,85.0,1,0,1.9,1
100,1,6,2,0,0,1,2,1.0,1.0,1.0,4,2711,6500,1,58,83.0,1,1,3.33,1
100,1,1,2,1,0,1,2,1.0,1.0,1.0,4,2011,13900,1,49,100.0,0,0,2.55,1
100,1,7,2,1,0,0,8,1.0,2.0,4.0,4,2199,20000,1,68,95.0,0,2,3.78,1
100,1,1,2,1,0,0,4,1.0,2.0,2.0,4,2292,18000,2,32,94.0,0,1,1.66,0
100,1,1,2,1,0,1,2,1.0,1.0,1.0,4,2859,15000,1,50,94.0,0,1,2.69,1
100,1,1,2,1,0,1,2,1.0,1.0,1.0,4,602,11000,2,68,96.0,0,1,3.75,0
100,1,1,2,1,9,0,2,1.0,1.0,1.0,4,934,25000,3,24,93.0,0,0,1.31,0
100,1,2,2,1,8,0,5,1.5,2.0,4.0,4,1425,18000,21,1,100.0,0,2,0.13,0
100,0,1,2,1,0,0,2,1.0,1.0,1.0,4,2217,28500,2,20,87.0,0,1,1.28,0
100,1,1,2,0,8,1,1,1.0,1.0,1.0,4,3028,7500,1,0,100.0,0,1,1.0,0
73,1,10,2,1,0,0,3,1.5,2.0,2.0,4,1363,24500,25,0,100.0,0,2,1.0,0
100,1,1,2,1,0,0,2,1.0,1.0,1.0,4,2703,17000,1,73,91.0,0,2,3.86,1
98,1,24,2,1,0,0,6,2.0,3.0,3.0,4,2912,30000,2,43,88.0,0,2,2.35,1
100,0,1,2,1,8,1,2,2.0,1.0,2.0,4,2481,16000,1,0,100.0,0,0,1.0,0
70,1,7,2,1,0,0,2,1.0,0.0,1.0,4,1297,11000,60,3,93.0,0,2,0.23,0
96,1,28,29,1,0,1,2,1.0,1.0,1.0,4,611,6900,2,6,70.0,1,2,0.33,1
73,1,4,2,1,8,1,2,1.0,1.0,1.0,4,791,4900,1,23,85.0,1,2,1.24,0
100,1,1,2,1,0,1,2,1.0,1.0,1.0,4,673,14500,1,26,93.0,0,1,1.53,0
100,1,1,2,1,0,1,2,1.0,1.0,2.0,4,1045,17500,1,12,93.0,0,0,0.7,1
50,0,1,2,1,8,0,8,3.5,3.0,4.0,4,1394,35000,2,3,100.0,0,0,0.18,0
36,0,2,2,1,8,1,1,1.5,1.0,1.0,4,1025,5000,1,12,89.0,0,2,0.72,0
100,1,1,2,1,1,1,2,1.0,1.0,1.0,4,96,16800,1,4,100.0,0,2,0.24,0
100,1,3,2,1,0,0,2,1.0,0.0,1.0,4,2950,7000,21,49,90.0,0,1,2.74,1
100,1,1,2,0,0,0,6,1.0,3.0,4.0,4,1497,11000,1,25,92.0,0,1,2.58,1
100,1,1,2,1,0,0,4,1.0,1.0,1.0,4,61,24900,3,26,98.0,0,2,1.51,1
100,1,1,2,1,0,0,2,1.0,1.0,1.0,4,2017,32000,3,27,94.0,0,0,1.44,0
100,1,1,2,1,8,0,3,1.0,1.0,2.0,4,2818,17500,5,23,99.0,0,2,1.23,0
100,1,1,2,1,0,0,4,1.0,2.0,2.0,4,2906,20000,2,10,92.0,0,1,0.6,0
100,0,1,2,1,0,2,4,1.0,1.0,2.0,4,1980,19900,2,0,100.0,0,1,1.0,0
100,1,1,2,1,9,0,4,2.0,2.0,3.0,4,2555,16000,5,1,100.0,0,1,0.06,0
100,0,1,2,1,0,1,2,1.0,1.0,1.0,4,2754,10000,1,4,95.0,0,1,0.68,0
75,1,1,2,1,8,0,2,1.5,2.0,2.0,4,767,14500,3,7,91.0,0,1,0.56,0
100,1,1,2,1,0,0,2,1.0,1.0,1.0,4,1229,17500,1,5,100.0,0,1,0.3,0
100,1,1,2,1,0,2,2,1.0,1.0,1.0,4,455,4400,1,1,100.0,0,0,0.3,0
100,1,1,2,1,0,1,5,2.0,1.0,3.0,4,2203,9900,4,14,83.0,0,2,0.79,0
100,1,307,2,1,0,0,5,2.0,2.0,3.0,4,1364,27600,2,13,92.0,0,2,0.81,0
100,1,307,2,1,0,0,5,2.0,2.0,3.0,4,1364,23200,2,22,92.0,0,2,1.24,1
100,1,307,2,1,0,0,5,2.0,2.0,3.0,4,1364,29800,2,16,94.0,0,2,0.92,0
100,0,1,2,1,8,0,4,1.0,2.0,2.0,4,1487,19500,2,17,95.0,0,1,3.59,0
100,1,1,11,0,4,1,1,1.0,1.0,1.0,4,2880,15000,1,15,93.0,0,1,1.27,0
100,1,2,2,1,8,0,5,1.5,3.0,3.0,4,374,18500,3,4,100.0,0,1,0.26,0
100,0,1,2,1,8,0,5,3.5,4.0,3.0,4,1378,17500,14,1,100.0,0,1,0.07,0
100,0,1,2,1,0,1,2,2.0,1.0,1.0,4,1259,6200,1,0,100.0,0,2,1.0,0
100,1,1,2,1,9,0,2,1.0,1.0,1.0,4,1074,24000,2,1,100.0,0,1,0.07,0
100,1,1,2,1,0,1,2,1.0,1.0,1.0,4,2250,13500,1,26,96.0,0,1,1.54,0
100,1,1,2,1,0,1,2,1.0,1.0,1.0,4,593,8700,2,6,97.0,0,1,0.41,0
100,1,3,2,1,0,0,6,2.0,3.0,3.0,4,2963,27500,3,28,95.0,0,2,1.83,1
100,1,3,2,1,0,0,4,1.0,0.0,2.0,4,2789,17500,3,25,92.0,0,2,1.36,0
90,1,1,2,1,0,0,6,1.0,2.0,3.0,4,1545,25000,1,4,95.0,0,2,0.85,0
100,1,1,2,1,0,0,6,1.0,2.0,3.0,4,2899,31500,1,12,98.0,0,1,5.9,0
90,0,1,2,1,0,0,2,1.0,1.0,1.0,4,2169,17000,1,50,97.0,0,0,2.91,1
100,1,1,12,1,8,0,4,2.0,2.0,2.0,4,1016,12000,2,2,100.0,0,2,0.15,0
100,1,1,2,1,0,0,2,1.0,2.0,1.0,4,1261,20000,1,6,100.0,0,2,0.37,0
100,0,1,2,1,0,0,2,1.0,1.0,1.0,4,3073,22500,3,1,100.0,0,1,0.06,0
100,1,1,2,1,0,0,2,1.0,1.0,1.0,4,2021,15000,3,7,100.0,1,0,0.43,0
100,1,1,2,0,0,1,2,1.0,1.0,1.0,4,618,8900,2,60,86.0,0,2,3.66,1
80,1,1,2,1,0,0,4,1.0,1.0,2.0,4,1551,10000,1,68,96.0,0,2,3.81,0
73,1,4,2,1,8,1,2,1.0,1.0,1.0,4,792,4600,2,18,82.0,1,2,1.46,1
100,0,4,7,1,0,0,6,1.0,2.0,2.0,4,691,21100,2,39,88.0,0,2,2.46,0
100,1,1,2,1,0,1,2,2.0,1.0,1.0,4,709,14000,2,33,96.0,0,2,1.93,0
80,1,1,2,1,4,0,4,1.0,2.0,3.0,4,1242,16500,2,10,98.0,0,1,0.71,0
100,1,1,2,1,0,0,5,2.5,2.0,2.0,4,1534,28000,1,0,100.0,0,1,1.0,0
98,1,24,2,1,0,0,2,1.0,0.0,1.0,4,2898,14400,2,13,83.0,0,2,0.73,1
98,1,24,2,1,0,0,2,1.0,0.0,1.0,4,2898,12200,2,20,84.0,0,2,1.14,1
100,1,1,2,1,0,0,4,1.0,1.0,1.0,4,1106,30000,3,14,85.0,0,2,0.87,0
100,1,1,2,1,8,0,7,2.0,3.0,4.0,4,2730,30000,2,3,93.0,0,0,0.18,0
100,1,1,2,0,0,0,2,1.0,1.0,1.0,4,2642,27500,2,3,100.0,0,1,0.18,0
90,1,1,2,1,0,0,4,2.5,2.0,1.0,4,2923,20000,1,4,100.0,0,1,0.24,0
100,1,3,28,1,9,1,2,1.0,1.0,1.0,0,1082,3000,1,2,100.0,0,1,0.3,0
100,1,1,2,1,8,0,2,1.0,0.0,1.0,4,2194,12000,1,36,91.0,0,1,2.13,0
100,1,1,2,1,0,0,5,1.0,2.0,3.0,4,2682,13000,1,19,79.0,0,2,1.11,0
100,1,1,2,0,0,0,3,1.0,1.0,2.0,4,2381,15500,1,0,100.0,0,0,1.0,0
100,0,1,2,1,0,0,2,1.0,1.0,1.0,4,1362,19900,1,19,100.0,0,0,1.14,0
100,0,3,2,1,8,0,7,2.0,4.0,4.0,4,1934,69000,3,44,88.0,1,2,2.59,1
90,0,1,2,1,0,0,2,1.0,1.0,1.0,4,2996,30000,5,2,90.0,0,2,0.52,0
73,1,4,2,1,8,1,2,1.0,1.0,1.0,4,3021,8100,1,13,91.0,1,2,1.25,0
98,1,5,2,0,0,0,3,1.0,1.0,2.0,4,3023,10000,1,57,90.0,0,2,4.0,1
100,1,5,2,1,0,0,4,1.0,2.0,2.0,4,1193,22000,1,154,98.0,0,2,8.85,1
98,1,24,2,1,0,0,2,1.0,0.0,1.0,4,2898,13800,2,12,70.0,0,2,0.7,1
100,1,1,2,1,0,1,1,1.0,1.0,1.0,4,2130,11000,1,7,94.0,0,2,0.48,0
98,1,24,2,1,0,0,4,1.0,1.0,2.0,4,2902,16700,2,27,85.0,0,2,1.7,1
100,1,52,2,1,0,0,2,1.0,0.0,1.0,4,932,15000,7,5,80.0,0,2,0.34,0
100,1,52,2,1,0,0,4,1.0,2.0,2.0,4,2024,22500,7,5,96.0,0,2,0.33,0
100,1,4,11,1,0,0,3,2.0,2.0,2.0,4,1368,33000,2,1,100.0,0,2,0.7,0
100,0,12,2,1,4,0,2,1.0,1.0,1.0,4,1572,13000,14,2,100.0,0,2,0.23,0
100,0,1,11,1,8,0,6,4.0,4.0,5.0,4,958,32500,2,18,100.0,0,2,1.26,0
93,1,1,2,1,0,0,4,1.0,2.0,1.0,2,1101,15900,2,3,100.0,0,1,3.0,0
100,1,1,2,0,8,1,1,1.0,1.0,1.0,4,2700,7500,2,0,100.0,0,0,1.0,0
100,1,1,2,1,0,1,2,1.0,1.0,1.0,4,2171,5900,1,47,90.0,0,1,2.78,1
92,1,1,2,1,0,1,2,1.0,1.0,1.0,4,650,15000,2,87,95.0,0,1,5.01,0
0,1,1,2,1,0,0,4,1.0,2.0,1.0,4,405,9500,5,0,100.0,0,0,1.0,0
100,1,1,2,1,0,1,2,1.0,1.0,1.0,4,646,8500,1,0,100.0,1,0,1.0,0
100,1,2,2,1,0,0,6,1.0,2.0,2.0,4,1743,32400,3,29,98.0,1,2,1.65,0
70,1,1,2,1,0,0,4,2.0,2.0,3.0,4,1838,18000,3,5,96.0,0,2,0.35,0
100,0,1,2,1,0,0,4,1.0,1.0,1.0,4,2212,13000,2,5,96.0,0,0,0.31,1
100,1,1,2,0,0,1,2,1.0,1.0,1.0,4,1010,17500,1,1,100.0,0,0,0.06,0
100,1,52,2,1,0,0,2,1.0,0.0,1.0,4,1001,15500,7,3,87.0,0,2,0.25,0
100,1,52,2,1,0,0,2,1.0,0.0,1.0,4,1004,15000,7,2,90.0,0,2,0.13,0
100,1,1,2,1,12,1,2,1.0,1.0,1.0,4,3091,7000,1,0,100.0,0,0,1.0,0
100,1,1,2,0,0,0,4,1.5,2.0,2.0,4,125,28500,2,57,99.0,0,0,4.05,0
100,1,3,2,1,0,0,5,2.0,3.0,4.0,4,1712,60000,3,35,99.0,0,1,2.08,1
99,1,24,2,1,8,1,2,1.0,1.0,1.0,4,1941,8900,1,14,97.0,0,2,1.21,0
98,1,22,2,1,0,0,4,1.0,1.0,2.0,4,1932,19400,2,23,93.0,0,2,1.62,0
97,1,1,2,1,0,1,2,1.0,1.0,1.0,2,1460,4600,2,31,75.0,0,1,1.84,1
100,1,1,4,1,0,0,4,1.0,3.0,2.0,4,987,20000,3,1,80.0,0,2,0.07,0
100,0,1,2,1,0,1,2,1.0,1.0,1.0,4,2981,5000,1,0,100.0,0,0,1.0,0
100,1,1,2,1,0,1,2,2.0,1.0,1.0,4,47,6900,1,8,75.0,0,0,0.52,0
98,1,749,2,1,0,0,5,2.0,2.0,2.0,4,1807,19900,3,2,60.0,0,2,0.13,0
90,1,1,2,1,0,1,2,1.0,1.0,1.0,4,2180,12500,1,4,85.0,0,0,0.24,0
100,1,2,2,1,8,1,5,1.0,1.0,1.0,4,1057,10000,1,46,90.0,0,0,9.45,1
80,0,2,2,1,0,1,1,1.0,1.0,2.0,4,2802,16900,1,3,100.0,0,0,0.24,0
100,1,1,2,1,8,0,5,2.0,2.0,3.0,4,52,35000,1,1,100.0,0,0,0.25,0
100,0,1,2,1,8,1,2,1.0,1.0,1.0,2,829,12000,1,1,100.0,0,0,0.06,0
100,1,3,2,1,0,1,2,1.0,1.0,1.0,4,842,6000,3,30,95.0,0,2,2.15,1
100,0,1,2,1,0,1,1,1.0,1.0,1.0,4,1565,4500,1,0,100.0,0,0,1.0,0
100,0,1,2,1,0,0,4,1.0,2.0,2.0,4,1244,22500,1,0,100.0,0,0,1.0,0
98,1,749,2,1,0,0,5,2.0,2.0,2.0,4,1954,31900,3,5,76.0,0,2,0.36,0
99,1,24,2,1,0,1,2,1.0,1.0,1.0,4,494,9100,2,46,96.0,0,2,2.72,0
100,1,1,2,1,8,1,2,1.0,1.0,1.0,4,78,7500,2,41,98.0,0,0,2.62,1
100,1,3,2,1,4,1,1,1.0,1.0,1.0,4,2723,8800,28,115,96.0,0,1,6.79,1
0,0,2,2,1,8,1,1,1.0,1.0,1.0,4,911,3300,1,0,100.0,0,0,1.0,0
100,0,1,2,1,0,0,2,1.0,1.0,1.0,4,1548,29500,5,9,100.0,0,0,0.56,0
100,1,1,1,1,0,1,2,1.0,1.0,1.0,4,698,9500,1,80,98.0,0,1,4.87,1
93,0,2,2,1,0,2,1,2.0,1.0,1.0,1,2469,6000,1,4,100.0,0,0,0.26,0
100,0,1,2,1,0,0,4,1.0,2.0,2.0,4,98,35000,4,27,89.0,0,0,1.63,1
100,0,3,2,1,0,0,4,1.0,1.0,1.0,4,1951,32500,3,12,85.0,0,2,0.71,1
100,1,3,2,1,8,1,2,2.5,1.0,1.0,4,828,7000,1,9,93.0,0,0,0.53,0
100,1,1,2,1,0,1,2,2.0,1.0,1.0,4,3091,7900,1,5,92.0,0,2,0.31,0
100,1,1,2,1,0,0,2,1.0,1.0,1.0,4,2246,26000,2,0,100.0,0,1,1.0,0
100,1,2,2,1,8,0,4,1.5,2.0,2.0,4,2698,15000,1,5,100.0,0,2,0.31,0
100,1,1,2,1,8,0,6,2.5,3.0,2.0,4,1937,55000,3,15,100.0,0,1,0.96,0
92,0,4,2,1,8,1,2,1.0,1.0,1.0,4,476,7500,3,40,91.0,1,0,2.38,1
100,1,1,2,1,0,0,2,1.0,1.0,1.0,4,2108,25000,2,1,100.0,0,2,0.07,0
100,1,1,2,1,0,0,2,1.0,1.0,1.0,4,1261,19000,6,0,100.0,0,1,1.0,0
90,1,2,31,0,8,0,6,1.0,2.0,3.0,4,2808,45000,1,19,90.0,0,1,1.13,0
100,1,1,2,1,8,1,2,1.0,1.0,1.0,4,518,7500,2,124,97.0,0,1,7.52,1
100,0,12,2,1,0,0,4,1.0,1.0,1.0,4,1283,24900,3,15,88.0,0,2,0.96,1
100,1,1,2,0,9,0,2,1.0,1.0,1.0,4,1281,22500,2,28,97.0,0,2,4.52,1
100,1,1,2,1,0,0,2,1.0,1.0,2.0,4,1689,37500,7,5,96.0,0,2,0.32,0
100,0,1,2,1,0,1,2,1.5,1.0,1.0,4,2190,7500,5,1,100.0,0,0,0.06,0
99,1,24,2,1,0,1,2,1.0,1.0,1.0,4,514,8900,2,46,95.0,1,2,2.78,0
100,0,2,2,1,0,0,2,1.0,1.0,1.0,4,2148,17500,2,0,100.0,0,1,1.0,0
90,1,2,2,0,8,1,2,1.0,1.0,1.0,4,2836,15000,1,4,93.0,0,0,0.25,1
100,1,1,2,1,0,2,2,1.0,1.0,1.0,0,1616,12500,2,59,97.0,1,1,3.51,0
100,1,1,2,1,0,0,6,2.0,2.0,3.0,4,1356,97500,2,0,100.0,0,2,1.0,0
91,1,1,2,1,0,0,4,1.0,2.0,3.0,4,924,18900,2,39,97.0,0,2,2.44,1
100,0,4,2,1,0,2,1,1.0,1.0,1.0,0,902,8500,1,37,85.0,0,2,2.33,1
75,1,3,2,1,8,1,2,1.0,1.0,1.0,4,2213,6500,2,23,74.0,1,2,1.36,1
100,1,1,2,1,4,0,3,1.0,1.0,1.0,4,1286,23500,3,20,98.0,0,1,1.19,0
