Age;Experience;Income;Family;Education;CreditCard;Personal_Loan
41;17;14;1;Undergrad;0;0
58;34;60;4;Graduated;1;0
29;5;138;2;Undergrad;0;0
53;28;98;1;Advanced/Professional;0;0
64;39;22;4;Graduated;0;0
49;23;49;1;Graduated;1;0
38;14;102;2;Undergrad;1;0
56;30;45;4;Graduated;1;0
56;31;82;4;Advanced/Professional;0;0
52;28;81;3;Graduated;0;0
64;39;35;1;Graduated;0;0
53;28;59;2;Graduated;0;0
29;3;52;3;Graduated;0;0
48;24;84;3;Undergrad;0;0
32;6;85;1;Graduated;0;0
54;28;65;1;Undergrad;1;0
37;13;89;2;Graduated;1;0
47;21;109;4;Undergrad;0;1
37;12;81;1;Undergrad;0;0
64;39;38;1;Advanced/Professional;0;0
43;19;72;2;Undergrad;0;0
33;6;78;4;Graduated;0;0
26;2;172;2;Graduated;0;1
42;18;71;3;Undergrad;0;0
54;28;165;1;Advanced/Professional;1;1
41;16;120;2;Undergrad;1;0
55;29;39;1;Undergrad;1;0
65;39;23;3;Graduated;1;0
50;26;135;2;Advanced/Professional;0;1
55;31;12;2;Undergrad;1;0
62;36;92;2;Graduated;0;0
53;28;192;2;Advanced/Professional;0;1
32;7;42;4;Undergrad;1;0
56;32;158;3;Advanced/Professional;0;1
54;30;194;3;Advanced/Professional;1;1
44;20;160;2;Undergrad;0;0
48;22;98;2;Undergrad;0;0
46;22;164;2;Undergrad;1;0
45;21;42;2;Undergrad;0;0
45;15;202;3;Advanced/Professional;0;1
58;34;10;4;Undergrad;0;0
29;3;31;4;Graduated;0;0
55;30;58;4;Undergrad;1;0
55;29;65;4;Graduated;0;0
41;16;98;1;Advanced/Professional;1;0
24;0;150;2;Undergrad;0;0
54;29;44;2;Advanced/Professional;0;0
57;32;15;2;Advanced/Professional;1;0
30;6;82;2;Undergrad;0;0
42;17;61;3;Advanced/Professional;0;0
29;2;38;1;Graduated;0;0
29;3;39;4;Advanced/Professional;0;0
31;7;173;1;Undergrad;0;0
47;23;8;4;Undergrad;0;0
36;12;51;3;Undergrad;0;0
52;27;62;4;Advanced/Professional;0;0
54;28;34;4;Graduated;0;0
55;29;132;3;Graduated;0;1
53;27;44;4;Advanced/Professional;0;0
52;27;162;1;Undergrad;0;0
64;39;64;3;Undergrad;0;0
54;29;111;1;Advanced/Professional;1;0
32;6;41;2;Advanced/Professional;0;0
63;33;52;4;Advanced/Professional;0;0
36;10;65;4;Graduated;0;0
50;25;130;1;Graduated;0;1
33;8;45;2;Undergrad;1;0
62;38;35;1;Graduated;0;0
49;23;65;3;Graduated;1;0
41;15;38;2;Undergrad;0;0
51;27;42;4;Graduated;1;0
56;30;45;4;Advanced/Professional;0;0
51;25;145;1;Undergrad;0;0
39;13;33;4;Advanced/Professional;0;0
61;35;60;3;Advanced/Professional;0;0
35;9;45;1;Undergrad;1;0
39;15;72;4;Undergrad;0;0
37;11;34;3;Graduated;0;0
48;21;23;3;Graduated;0;0
63;37;45;2;Advanced/Professional;1;0
35;9;28;4;Undergrad;0;0
55;30;81;4;Graduated;0;0
29;5;72;3;Graduated;0;0
61;31;49;4;Advanced/Professional;0;0
36;10;31;4;Graduated;0;0
61;35;63;3;Advanced/Professional;0;0
36;12;150;4;Undergrad;0;1
58;33;142;2;Undergrad;1;0
42;17;74;3;Undergrad;1;0
30;4;24;1;Graduated;0;0
45;20;29;4;Advanced/Professional;0;0
39;15;79;4;Undergrad;0;0
27;3;94;2;Undergrad;1;0
57;33;121;1;Undergrad;0;0
34;10;54;3;Undergrad;0;0
64;39;73;3;Undergrad;0;0
47;23;71;1;Advanced/Professional;0;0
44;17;29;3;Graduated;1;0
51;27;93;1;Undergrad;0;0
40;14;73;1;Advanced/Professional;0;0
57;32;19;4;Graduated;0;0
33;8;58;2;Undergrad;1;0
46;20;39;1;Undergrad;0;0
41;16;23;2;Graduated;0;0
33;7;29;1;Advanced/Professional;1;0
27;2;155;1;Undergrad;0;0
52;28;90;1;Graduated;0;0
59;33;113;2;Undergrad;0;0
62;38;42;1;Advanced/Professional;0;0
49;25;30;4;Undergrad;1;0
45;19;19;3;Graduated;0;0
63;37;124;3;Graduated;0;1
57;31;30;2;Graduated;0;0
60;30;28;1;Advanced/Professional;0;0
50;23;15;2;Graduated;0;0
54;30;70;1;Advanced/Professional;0;0
28;2;10;1;Graduated;0;0
60;34;22;3;Advanced/Professional;1;0
44;20;70;4;Undergrad;0;0
61;35;61;1;Undergrad;0;0
40;15;161;2;Undergrad;1;0
54;30;29;2;Undergrad;1;0
43;19;35;3;Undergrad;0;0
54;28;48;4;Graduated;0;0
32;7;44;4;Undergrad;0;0
24;0;88;3;Undergrad;0;0
30;4;40;4;Advanced/Professional;1;0
61;36;21;4;Graduated;0;0
40;14;58;2;Undergrad;0;0
35;11;59;4;Graduated;0;0
33;3;74;4;Advanced/Professional;0;0
63;37;84;4;Graduated;0;0
57;31;58;1;Undergrad;0;0
44;19;154;2;Undergrad;0;0
51;25;185;1;Undergrad;0;0
51;26;78;1;Undergrad;0;0
38;13;55;2;Graduated;0;0
31;5;30;4;Graduated;0;0
54;29;74;3;Graduated;0;0
41;16;118;2;Undergrad;0;0
57;33;182;2;Advanced/Professional;0;1
24;0;82;2;Advanced/Professional;1;0
55;29;29;4;Advanced/Professional;0;0
32;6;120;4;Undergrad;1;1
38;12;53;2;Graduated;0;0
58;32;43;3;Undergrad;1;0
29;4;59;4;Undergrad;1;0
43;17;84;4;Advanced/Professional;1;0
50;24;161;3;Undergrad;0;1
62;37;21;4;Graduated;1;0
57;32;63;4;Undergrad;0;0
30;3;172;3;Graduated;1;1
30;4;51;4;Undergrad;1;0
57;33;24;4;Undergrad;0;0
57;33;95;2;Undergrad;0;0
43;18;59;1;Undergrad;0;0
28;2;51;4;Graduated;0;0
46;22;28;1;Undergrad;1;0
29;3;154;2;Undergrad;0;0
64;40;15;2;Advanced/Professional;1;0
66;36;55;4;Advanced/Professional;1;0
23;0;149;1;Undergrad;1;0
60;36;79;1;Advanced/Professional;1;0
47;21;68;4;Advanced/Professional;0;0
35;10;78;1;Graduated;0;0
57;32;34;2;Graduated;0;0
65;41;195;3;Undergrad;1;1
53;28;184;1;Undergrad;0;0
44;20;85;2;Undergrad;0;0
45;20;200;2;Undergrad;1;0
41;16;64;3;Advanced/Professional;0;0
51;27;88;1;Graduated;1;0
27;1;42;3;Graduated;0;0
31;5;91;3;Undergrad;1;0
32;6;38;1;Undergrad;0;0
55;30;28;1;Graduated;0;0
55;30;32;4;Advanced/Professional;0;0
42;18;31;1;Advanced/Professional;1;0
33;9;22;4;Graduated;0;0
65;40;95;3;Graduated;1;1
35;10;74;4;Undergrad;0;0
55;30;22;1;Graduated;1;0
28;4;43;3;Graduated;0;0
27;3;43;1;Advanced/Professional;0;0
51;27;112;3;Graduated;1;0
50;23;9;2;Graduated;0;0
58;33;81;2;Advanced/Professional;0;0
46;20;131;1;Undergrad;1;0
62;32;19;1;Advanced/Professional;0;0
38;13;62;3;Graduated;0;0
62;37;19;4;Graduated;0;0
56;32;8;2;Undergrad;1;0
61;36;193;1;Advanced/Professional;0;1
38;13;129;4;Undergrad;0;1
55;29;30;4;Graduated;1;0
30;4;80;4;Graduated;0;0
41;15;22;4;Advanced/Professional;1;0
57;32;33;1;Graduated;0;0
36;11;64;4;Advanced/Professional;0;0
55;29;60;3;Advanced/Professional;0;0
30;4;81;1;Advanced/Professional;1;0
40;16;45;3;Graduated;0;0
32;6;112;4;Graduated;0;0
59;34;83;2;Advanced/Professional;0;1
44;20;180;2;Undergrad;1;0
51;26;28;4;Graduated;0;0
37;12;169;2;Advanced/Professional;0;1
59;35;14;4;Undergrad;0;0
37;11;43;1;Undergrad;0;0
56;32;88;2;Undergrad;0;0
55;29;78;4;Advanced/Professional;1;0
49;24;68;1;Graduated;0;0
46;22;144;2;Undergrad;1;0
35;9;30;4;Undergrad;0;0
47;21;120;1;Undergrad;0;0
39;14;24;2;Graduated;0;0
27;1;78;4;Advanced/Professional;0;0
62;36;135;2;Graduated;0;1
57;32;44;2;Advanced/Professional;0;0
55;30;73;4;Graduated;0;0
55;31;90;1;Graduated;1;0
41;15;58;3;Advanced/Professional;0;0
57;32;75;2;Undergrad;0;0
43;19;174;3;Advanced/Professional;1;1
40;16;50;2;Undergrad;0;0
43;18;85;1;Advanced/Professional;0;0
63;38;54;3;Undergrad;0;0
63;38;83;2;Undergrad;0;1
54;30;24;4;Undergrad;0;0
54;30;45;4;Graduated;0;0
52;26;68;1;Advanced/Professional;1;0
50;26;48;4;Advanced/Professional;1;0
38;13;114;1;Advanced/Professional;1;0
36;12;142;3;Graduated;1;1
58;33;52;3;Graduated;1;0
46;22;142;2;Undergrad;0;0
50;25;15;1;Advanced/Professional;0;0
46;22;118;1;Undergrad;1;0
53;27;101;4;Undergrad;0;0
62;36;84;2;Undergrad;0;0
63;39;32;1;Graduated;0;0
42;16;64;3;Advanced/Professional;0;0
34;10;81;4;Undergrad;0;0
40;14;28;4;Advanced/Professional;1;0
34;9;93;1;Undergrad;0;0
41;15;185;1;Graduated;0;1
32;8;42;1;Graduated;0;0
28;3;45;2;Advanced/Professional;1;0
33;6;49;2;Graduated;0;0
46;20;69;3;Undergrad;0;0
52;27;94;1;Graduated;0;0
60;35;18;1;Graduated;1;0
59;35;8;4;Undergrad;0;0
57;32;55;4;Undergrad;0;0
46;20;85;2;Advanced/Professional;0;0
25;1;62;4;Undergrad;0;0
53;23;65;4;Advanced/Professional;0;0
38;12;138;2;Undergrad;0;0
63;38;103;1;Undergrad;0;0
44;19;99;3;Advanced/Professional;0;1
50;24;152;1;Undergrad;0;0
28;3;25;2;Advanced/Professional;0;0
27;3;98;2;Undergrad;1;0
52;27;39;2;Graduated;0;0
50;25;40;1;Graduated;1;0
39;13;58;3;Undergrad;0;0
50;26;192;2;Advanced/Professional;1;1
60;34;62;1;Graduated;0;0
30;5;69;1;Graduated;0;0
31;5;40;4;Advanced/Professional;0;0
39;15;61;2;Advanced/Professional;0;0
29;3;30;4;Graduated;0;0
54;29;29;1;Graduated;0;0
35;8;41;2;Graduated;1;0
27;3;118;1;Graduated;0;1
45;20;109;1;Undergrad;0;0
58;33;122;4;Graduated;0;1
62;37;50;3;Undergrad;0;0
28;4;43;3;Graduated;0;0
32;7;108;1;Undergrad;0;0
29;4;110;4;Advanced/Professional;0;1
41;17;20;1;Advanced/Professional;0;0
61;35;112;4;Advanced/Professional;1;0
56;32;25;1;Graduated;0;0
37;12;42;3;Graduated;1;0
60;34;29;2;Undergrad;0;0
49;23;84;3;Undergrad;0;0
43;17;81;4;Advanced/Professional;0;0
53;28;55;4;Undergrad;1;0
35;11;40;1;Graduated;0;0
56;30;145;4;Graduated;1;1
41;16;175;2;Advanced/Professional;0;1
36;6;78;4;Advanced/Professional;0;0
56;32;51;4;Undergrad;0;0
64;34;50;4;Advanced/Professional;0;0
51;27;21;3;Undergrad;0;0
49;24;79;1;Graduated;1;0
43;18;84;1;Advanced/Professional;0;0
51;26;34;4;Graduated;0;0
55;31;73;4;Graduated;0;0
62;37;90;3;Undergrad;0;0
35;10;23;4;Advanced/Professional;0;0
53;27;145;2;Advanced/Professional;1;1
33;7;54;4;Undergrad;0;0
43;17;49;3;Graduated;1;0
58;32;51;1;Graduated;0;0
63;38;8;4;Graduated;0;0
31;6;62;1;Undergrad;0;0
36;6;25;1;Advanced/Professional;0;0
30;0;63;2;Advanced/Professional;0;0
59;34;24;2;Advanced/Professional;0;0
28;2;11;1;Graduated;1;0
59;34;23;1;Undergrad;1;0
47;22;33;1;Advanced/Professional;0;0
47;21;83;1;Undergrad;0;1
56;30;39;3;Undergrad;1;0
41;17;138;3;Graduated;0;1
25;1;113;3;Undergrad;1;0
30;5;125;4;Advanced/Professional;0;1
50;24;195;1;Undergrad;0;0
34;9;105;3;Advanced/Professional;0;0
44;18;75;2;Undergrad;0;1
36;9;40;2;Graduated;0;0
39;14;61;3;Advanced/Professional;0;0
54;24;75;2;Advanced/Professional;0;0
33;8;122;1;Undergrad;1;0
39;14;75;3;Undergrad;1;0
41;15;59;4;Advanced/Professional;0;0
40;13;24;3;Graduated;0;0
29;3;175;3;Advanced/Professional;0;1
51;27;39;2;Undergrad;1;0
54;30;145;2;Undergrad;0;0
47;22;24;4;Graduated;0;0
53;28;20;3;Graduated;0;0
30;5;85;1;Graduated;0;0
28;3;65;3;Advanced/Professional;0;0
60;35;191;4;Advanced/Professional;0;1
51;26;11;2;Undergrad;0;0
63;37;40;2;Advanced/Professional;0;0
38;13;54;3;Graduated;0;0
59;35;95;1;Undergrad;1;0
53;29;94;4;Graduated;0;0
31;5;79;4;Graduated;0;0
41;17;48;3;Advanced/Professional;1;0
25;1;70;4;Undergrad;0;0
27;3;40;3;Graduated;0;0
50;24;44;4;Undergrad;1;0
50;25;43;1;Advanced/Professional;0;0
43;18;29;1;Advanced/Professional;0;0
50;24;188;3;Undergrad;1;1
46;20;114;1;Undergrad;1;0
30;6;52;3;Graduated;0;0
42;16;13;1;Undergrad;0;0
42;17;95;3;Advanced/Professional;0;0
29;3;84;1;Advanced/Professional;0;0
38;14;49;1;Undergrad;0;0
51;25;181;1;Undergrad;1;0
35;10;182;1;Graduated;1;1
37;13;70;2;Undergrad;0;0
47;21;79;3;Undergrad;1;0
55;29;61;4;Graduated;1;0
65;41;121;2;Undergrad;0;0
58;33;34;3;Undergrad;0;0
54;28;183;1;Undergrad;0;0
52;28;51;1;Advanced/Professional;1;0
28;2;70;3;Advanced/Professional;1;0
32;8;39;1;Undergrad;1;0
51;24;84;3;Graduated;0;0
43;18;122;1;Undergrad;1;0
42;18;145;1;Undergrad;1;0
42;17;98;2;Undergrad;1;0
41;16;79;1;Advanced/Professional;0;0
34;8;38;2;Advanced/Professional;1;0
30;6;49;3;Graduated;1;0
32;7;38;1;Undergrad;0;0
46;20;91;4;Advanced/Professional;0;0
38;12;29;4;Undergrad;1;0
37;13;172;2;Undergrad;0;0
32;8;104;2;Undergrad;1;1
35;9;58;1;Undergrad;1;0
30;5;171;2;Graduated;0;1
30;4;73;3;Undergrad;1;1
58;32;191;1;Undergrad;0;0
57;27;90;2;Advanced/Professional;0;0
34;9;55;3;Undergrad;1;0
31;4;28;1;Graduated;0;0
39;14;42;1;Advanced/Professional;0;0
57;33;9;1;Graduated;0;0
47;21;65;1;Graduated;0;0
51;26;134;4;Advanced/Professional;0;1
30;6;83;4;Undergrad;0;0
55;28;38;3;Graduated;0;0
32;6;13;4;Undergrad;1;0
32;7;143;3;Advanced/Professional;0;1
44;20;75;4;Undergrad;0;0
33;7;120;1;Advanced/Professional;0;1
49;24;91;1;Graduated;0;0
32;6;99;2;Advanced/Professional;1;0
31;7;71;1;Undergrad;0;0
37;13;111;1;Graduated;0;0
41;15;108;1;Undergrad;0;0
56;32;158;1;Undergrad;0;0
55;31;81;3;Undergrad;0;0
49;23;12;2;Advanced/Professional;0;0
63;37;21;2;Undergrad;0;0
55;30;55;4;Undergrad;1;0
59;35;42;1;Advanced/Professional;0;0
41;16;81;2;Undergrad;1;0
49;25;13;4;Undergrad;0;0
48;23;132;1;Undergrad;0;0
41;16;99;1;Advanced/Professional;0;0
50;26;23;4;Undergrad;1;0
28;1;40;1;Graduated;0;0
36;11;181;3;Undergrad;0;1
38;14;112;2;Undergrad;0;0
34;9;138;2;Undergrad;0;0
41;17;94;3;Graduated;0;1
43;19;113;1;Undergrad;0;0
30;5;112;4;Graduated;1;1
37;12;190;2;Undergrad;0;0
62;37;38;1;Advanced/Professional;0;0
40;16;32;1;Advanced/Professional;0;0
35;10;104;3;Graduated;1;0
64;40;;1;Graduated;0;0
49;24;;3;Graduated;0;0
24;0;;2;Graduated;0;0
36;10;;4;Graduated;1;0
29;4;;1;Graduated;1;0
29;3;;4;Undergrad;0;1
28;3;;1;Graduated;0;1
33;7;;1;Graduated;0;0
36;11;;3;Advanced/Professional;1;0
42;17;;1;Graduated;1;0
25;0;;4;Undergrad;0;0
28;2;;4;Undergrad;1;0
50;25;;3;Graduated;1;0
34;9;;4;Undergrad;0;0
43;19;;3;Undergrad;0;0
62;38;;4;Graduated;0;0
61;36;;1;Graduated;0;0
45;19;;2;Advanced/Professional;1;0
42;17;;2;Undergrad;0;0
39;15;;2;Undergrad;0;0
29;5;;1;Undergrad;1;0
45;20;;1;Undergrad;1;0
58;32;;3;Graduated;1;0
29;3;;4;Advanced/Professional;0;0
32;7;;2;Graduated;0;1
37;13;;2;Undergrad;0;0
48;23;;1;Advanced/Professional;1;0
40;14;;2;Undergrad;0;0
29;4;;2;Undergrad;0;0
36;12;;4;Undergrad;0;0
35;8;;4;Graduated;0;0
35;11;;4;Graduated;0;0
62;37;;3;Undergrad;0;0
26;1;;4;Graduated;0;1
32;7;;2;Undergrad;0;0
63;37;;4;Advanced/Professional;0;1
38;12;;4;Graduated;1;0
50;26;;1;Graduated;1;0
46;21;;3;Graduated;1;0
50;24;;4;Undergrad;0;0
61;36;;1;Undergrad;0;0
34;8;;4;Undergrad;0;0
27;2;;4;Undergrad;0;0
61;36;;4;Graduated;0;0
45;20;;4;Advanced/Professional;1;0
50;25;;1;Advanced/Professional;0;0
44;20;;1;Undergrad;0;0
62;36;;2;Undergrad;0;0
45;18;;3;Graduated;0;0
41;17;;2;Undergrad;0;0
30;5;;2;Undergrad;1;0
61;37;;3;Graduated;0;0
45;19;;1;Undergrad;0;0
59;35;;1;Advanced/Professional;0;0
30;6;;2;Graduated;0;1
60;36;;2;Undergrad;1;0
39;13;;3;Graduated;0;0
56;30;;1;Undergrad;0;0
56;32;;3;Undergrad;0;0
27;1;;4;Graduated;1;0
66;41;;1;Undergrad;1;0
43;19;;4;Advanced/Professional;0;0
53;29;;2;Undergrad;0;0
44;18;;3;Undergrad;1;0
54;28;;4;Advanced/Professional;0;0
31;6;;4;Graduated;0;0
38;13;;1;Advanced/Professional;1;1
28;2;;2;Advanced/Professional;0;0
51;26;;2;Advanced/Professional;1;0
52;27;;4;Undergrad;0;0
64;38;;1;Advanced/Professional;1;0
29;4;;4;Graduated;0;0
34;10;;1;Undergrad;0;0
33;8;;3;Graduated;1;1
46;21;;1;Advanced/Professional;0;0
48;22;;1;Advanced/Professional;0;0
52;28;;2;Undergrad;0;0
44;19;;4;Graduated;0;0
51;27;;1;Graduated;1;0
47;20;;1;Graduated;0;0
39;13;;2;Advanced/Professional;0;0
42;17;;4;Advanced/Professional;0;0
57;33;;4;Undergrad;0;0
36;12;;2;Advanced/Professional;1;0
27;1;;2;Advanced/Professional;1;0
31;7;;1;Advanced/Professional;0;0
63;37;;1;Advanced/Professional;1;0
34;8;;1;Undergrad;1;0
52;27;;4;Graduated;0;0
57;31;;3;Advanced/Professional;1;0
63;39;;1;Advanced/Professional;0;0
26;1;;2;Advanced/Professional;0;0
35;5;;4;Advanced/Professional;0;0
58;33;;2;Undergrad;0;0
32;2;;2;Advanced/Professional;0;0
64;39;;1;Advanced/Professional;1;0
50;23;;2;Graduated;0;0
34;9;;3;Undergrad;0;0
36;11;;4;Advanced/Professional;1;0
43;18;;2;Advanced/Professional;1;0
28;4;;3;Undergrad;0;0
64;39;;3;Graduated;0;0
60;35;;3;Advanced/Professional;1;1
62;37;;4;Undergrad;0;0
27;2;;2;Undergrad;0;0
42;16;;2;Advanced/Professional;1;0
45;20;;2;Undergrad;0;0
36;10;;1;Undergrad;1;0
48;22;;2;Advanced/Professional;0;0
65;40;;3;Graduated;0;0
39;15;;3;Undergrad;0;0
51;26;;1;Graduated;1;0
30;6;;4;Undergrad;0;0
65;40;;1;Undergrad;0;0
38;13;;4;Graduated;1;1
29;3;;3;Graduated;1;0
42;18;;4;Graduated;0;0
63;38;;1;Undergrad;0;0
46;21;;4;Undergrad;0;0
62;38;;4;Graduated;0;0
58;34;;4;Undergrad;0;0
56;30;;4;Graduated;1;1
56;31;;2;Undergrad;1;0
34;10;;1;Undergrad;1;0
42;17;;1;Advanced/Professional;0;0
30;6;;3;Undergrad;0;0
61;35;;4;Graduated;0;0
38;14;;1;Graduated;1;0
50;25;;2;Advanced/Professional;0;0
61;36;;2;Graduated;0;0
41;17;;1;Undergrad;1;0
42;16;;3;Advanced/Professional;0;0
29;5;;2;Graduated;0;0
51;26;;1;Undergrad;1;0
32;6;;2;Graduated;0;0
34;9;;4;Advanced/Professional;1;0
26;2;;1;Undergrad;1;0
54;24;;3;Advanced/Professional;1;0
38;14;;4;Advanced/Professional;0;0
62;36;;3;Advanced/Professional;0;0
37;11;;2;Advanced/Professional;0;0
46;21;;1;Undergrad;1;0
52;27;;4;Advanced/Professional;0;0
32;6;;4;Graduated;0;0
49;25;;2;Advanced/Professional;0;0
28;3;;2;Advanced/Professional;0;0
55;30;;2;Advanced/Professional;0;0
52;26;;1;Undergrad;0;0
32;6;;2;Undergrad;1;0
31;7;;1;Graduated;0;1
27;3;;1;Undergrad;0;0
32;5;;2;Graduated;1;0
52;26;;3;Graduated;0;0
52;28;;1;Undergrad;0;0
50;24;;1;Undergrad;0;0
32;5;;4;Graduated;0;0
61;35;;2;Advanced/Professional;0;0
60;36;;4;Undergrad;1;1
28;4;;3;Graduated;0;0
34;9;;2;Undergrad;1;0
31;7;;1;Undergrad;0;0
31;5;;1;Graduated;0;0
62;38;;4;Graduated;0;0
47;22;;2;Undergrad;0;0
50;24;;1;Undergrad;1;0
36;12;;1;Undergrad;0;0
26;0;;4;Graduated;0;1
51;27;;4;Advanced/Professional;0;0
52;25;;2;Graduated;0;1
35;11;;4;Undergrad;0;0
42;16;;2;Undergrad;0;0
36;12;;2;Undergrad;0;0
41;17;;2;Advanced/Professional;1;0
49;25;;1;Undergrad;0;0
57;32;;2;Advanced/Professional;0;0
44;20;;3;Undergrad;0;0
60;34;;2;Undergrad;0;0
38;14;;1;Graduated;0;0
26;2;;3;Graduated;0;1
29;2;;4;Graduated;1;0
59;35;;1;Advanced/Professional;1;0
51;27;;4;Graduated;0;0
50;25;;1;Advanced/Professional;1;0
35;10;;1;Undergrad;0;0
61;37;;1;Undergrad;0;0
42;16;;1;Undergrad;0;0
55;29;;1;Undergrad;0;0
50;25;;1;Graduated;1;0
64;40;;2;Undergrad;0;0
54;28;;4;Undergrad;0;0
50;26;;4;Graduated;0;0
31;5;;3;Undergrad;1;0
32;8;;1;Undergrad;0;0
44;19;;4;Undergrad;0;0
60;35;;3;Advanced/Professional;1;0
60;34;;2;Undergrad;0;0
62;38;;3;Advanced/Professional;1;0
46;21;;4;Advanced/Professional;0;0
57;33;;1;Advanced/Professional;0;0
30;5;;4;Advanced/Professional;0;0
58;32;;3;Undergrad;0;0
39;13;;3;Undergrad;0;1
60;35;;3;Advanced/Professional;0;1
59;34;;3;Advanced/Professional;0;0
50;26;;1;Advanced/Professional;1;1
63;39;;4;Graduated;0;0
27;3;;2;Undergrad;0;0
54;29;;4;Advanced/Professional;0;0
62;37;;1;Undergrad;0;0
60;34;;2;Undergrad;0;0
38;12;;3;Graduated;0;0
34;8;;2;Undergrad;1;0
65;41;;4;Graduated;0;0
55;31;;1;Advanced/Professional;0;0
57;31;;2;Undergrad;1;0
27;3;;4;Undergrad;0;0
35;10;;4;Undergrad;1;0
52;28;;4;Undergrad;0;0
45;15;;1;Advanced/Professional;0;0
29;3;;4;Graduated;1;0
44;18;;3;Undergrad;0;0
47;23;;1;Undergrad;1;0
62;37;;3;Advanced/Professional;0;0
52;27;;2;Graduated;1;0
47;23;;4;Advanced/Professional;0;1
42;18;;1;Advanced/Professional;0;0
65;41;;3;Advanced/Professional;0;0
42;18;;1;Undergrad;0;0
40;16;;4;Undergrad;0;0
32;8;;4;Graduated;0;0
40;15;;1;Advanced/Professional;0;0
55;29;;1;Graduated;0;1
32;6;;4;Undergrad;1;0
58;28;;1;Advanced/Professional;0;0
46;22;;1;Graduated;1;1
53;23;;4;Advanced/Professional;1;0
63;39;;2;Advanced/Professional;0;1
40;14;;1;Advanced/Professional;0;1
41;17;;2;Undergrad;0;0
60;35;;4;Undergrad;0;0
65;39;;1;Advanced/Professional;1;1
59;33;;2;Undergrad;0;0
48;24;;3;Undergrad;0;0
59;33;;2;Advanced/Professional;0;0
33;8;;1;Undergrad;0;0
40;15;;2;Undergrad;0;0
42;18;;2;Undergrad;0;0
65;41;;2;Graduated;1;1
30;4;;1;Undergrad;1;0
30;4;;1;Undergrad;1;0
42;17;;4;Advanced/Professional;0;0
32;8;;2;Graduated;1;0
55;30;;2;Advanced/Professional;0;0
29;3;;2;Undergrad;0;0
64;38;;1;Advanced/Professional;1;0
37;11;;3;Advanced/Professional;0;0
31;5;;2;Undergrad;1;0
25;0;;4;Undergrad;0;0
31;5;;1;Advanced/Professional;0;0
32;7;;2;Undergrad;0;0
58;34;;1;Undergrad;0;0
26;2;;1;Undergrad;0;0
51;25;;2;Graduated;1;0
65;41;;2;Undergrad;0;0
43;17;;1;Undergrad;0;0
46;21;;4;Undergrad;1;0
28;3;;1;Undergrad;0;0
63;37;;4;Graduated;0;0
59;29;;1;Advanced/Professional;0;0
42;15;;3;Graduated;0;0
58;33;;2;Advanced/Professional;0;0
39;13;;3;Undergrad;0;0
36;12;;4;Undergrad;0;0
60;33;;1;Graduated;0;1
47;21;;1;Undergrad;0;0
29;4;;2;Advanced/Professional;0;0
52;28;;2;Undergrad;0;0
41;16;;3;Advanced/Professional;0;0
63;37;;1;Undergrad;0;0
59;34;;3;Undergrad;1;0
44;20;;4;Graduated;1;0
54;28;;4;Undergrad;0;0
29;5;;3;Undergrad;1;0
51;25;;1;Undergrad;0;0
63;39;;2;Undergrad;1;0
36;11;;4;Undergrad;0;0
42;16;;2;Advanced/Professional;1;0
51;25;;1;Advanced/Professional;1;0
47;20;;3;Graduated;0;0
40;16;;4;Advanced/Professional;1;0
54;28;;1;Undergrad;0;0
47;21;;4;Advanced/Professional;0;0
35;10;;1;Undergrad;0;0
28;4;;2;Undergrad;0;0
45;19;;1;Advanced/Professional;0;0
33;9;;2;Undergrad;1;0
62;36;;2;Advanced/Professional;0;0
45;18;;3;Graduated;0;0
59;35;;4;Graduated;0;0
58;28;;2;Advanced/Professional;1;0
52;26;;1;Undergrad;1;0
34;8;;3;Graduated;0;0
65;35;;1;Advanced/Professional;0;0
48;23;;2;Advanced/Professional;0;0
44;19;;2;Advanced/Professional;0;0
61;37;;1;Graduated;1;0
40;14;;4;Advanced/Professional;1;0
65;39;;4;Undergrad;0;1
28;4;;1;Advanced/Professional;0;0
67;42;;1;Advanced/Professional;1;0
35;9;;2;Undergrad;0;0
60;35;;1;Undergrad;0;0
58;32;;1;Undergrad;0;0
55;30;;2;Advanced/Professional;0;0
34;9;;4;Graduated;0;0
35;9;;2;Graduated;0;1
28;4;;1;Undergrad;1;0
38;12;;2;Undergrad;0;0
62;38;;4;Graduated;;0
30;4;;4;Graduated;;0
38;12;;2;Undergrad;;0
33;8;;1;Undergrad;;0
58;34;;2;Undergrad;;0
59;35;;1;Graduated;;0
52;28;;3;Advanced/Professional;;1
36;12;;1;Advanced/Professional;;0
45;21;;1;Advanced/Professional;;0
49;23;;1;Undergrad;;0
52;26;;1;Graduated;;1
54;28;;2;Undergrad;;0
30;4;;2;Graduated;;0
65;39;;1;Undergrad;;0
34;8;;4;Graduated;;0
30;6;;2;Graduated;;1
51;25;;1;Advanced/Professional;;0
52;27;;2;Undergrad;;0
43;18;;4;Advanced/Professional;;0
35;10;;4;Advanced/Professional;;0
56;26;;2;Advanced/Professional;;0
57;32;;2;Graduated;;0
58;32;;3;Advanced/Professional;;0
53;28;;3;Undergrad;;0
45;21;;2;Undergrad;;0
44;20;;2;Undergrad;;0
54;28;;4;Advanced/Professional;;0
41;17;;4;Graduated;;0
52;26;;4;Undergrad;;0
43;17;;4;Advanced/Professional;;1
